Song_Name,Album_name,Artist_name,Album_album_type,Album_id,Album_image,Album_label,Album_popularity,Album_release,Album_total_tracks,Artist_followers,Artist_genres,Artist_id,Artist_images,Artist_popularity,Song_Explicit,Song_Top_Tags_lfm,Song_acousticness,Song_danceability,Song_duration_ms,Song_energy,Song_id,Song_instrumentalness,Song_key,Song_liveness,Song_loudness,Song_mode,Song_popularity,Song_speechiness,Song_tempo,Song_time_signature,Song_track_number,Song_valence,Artist_image
Groupies,Groupies,Doode,single,6GyknQiPJF4HKS85cxB5Wi,https://i.scdn.co/image/ab67616d0000b273847f76f5566febf6de644c26,Sony Music Entertainment,70,2021-09-28,1,20147,[],3Ns5FA1ANQOzsHLWspsrC6,,63,False,,0.239,0.845,164571,0.655,3ua3rqwBNmeGeQfcKnA3bT,0.0,5,0.0974,-5.137,0,77,0.0612,139.955,4,1,0.516,https://i.scdn.co/image/ab6761610000e5ebfb532bf5815c2dfc9a8f1c6b
Se Joga no Passinho,Se Joga no Passinho,Brisa Star,single,53gP1xGYGu9DHjiJB4Jo7t,https://i.scdn.co/image/ab67616d0000b27361722b55638ad4b493437e6e,Brisa Star,68,2021-06-18,1,153655,"['arrocha', 'forro']",7fKfVo62Yx50GtTdIgeBqk,,66,False,,0.391,0.654,200000,0.83,41pFFOnh1glVNIlrWOpBjb,1.37e-05,11,0.032,-3.052,0,75,0.0467,168.0,4,1,0.866,https://i.scdn.co/image/ab6761610000e5eb9fc083dd8de1f21b257734a8
Cena de Amor,Cena de Amor,Brisa Star,single,7x46uFO4ntA1LfbJt2VP3Y,https://i.scdn.co/image/ab67616d0000b273a8d944aec807d152b6af96d4,Sony Music Entertainment,69,2021-07-29,1,153655,"['arrocha', 'forro']",7fKfVo62Yx50GtTdIgeBqk,,66,False,,0.0711,0.632,222000,0.888,6RMYuqlTn8777j5arY9zhC,0.114,8,0.116,-2.955,1,76,0.0437,159.998,4,1,0.961,https://i.scdn.co/image/ab6761610000e5eb9fc083dd8de1f21b257734a8
Doutora 3,Funk é Nóis GR6 3.1 - Vol. 1,Mc Kevin,compilation,6pM2v9vda24Hils9lqCLeU,https://i.scdn.co/image/ab67616d0000b27333bfb3d3baa54942fca16191,GR6 Music,67,2021-03-31,17,3662877,"['funk carioca', 'funk ostentacao', 'funk paulista']",5pBMkZNIlbGTH3hrsQJqAa,,77,False,,0.11,0.882,157088,0.419,4DWKtQVURjepn8uzBgmwuv,0.0,7,0.215,-11.967,1,73,0.11,109.912,4,1,0.163,https://i.scdn.co/image/ab6761610000e5ebb06e5154fd790f685c9b2a2a
Easy On Me,Easy On Me,Adele,single,224jZ4sUX7OhAuMwaxp86S,https://i.scdn.co/image/ab67616d0000b27350dba34377a595e35f81b0e4,Columbia,88,2021-10-14,1,34992768,"['british soul', 'pop', 'pop soul', 'uk pop']",4dpARuHxo51G3z768sgnrY,,92,False,,0.578,0.604,224695,0.366,0gplL1WMoJ6iYaPgMCL0gX,0.0,5,0.133,-7.519,1,95,0.0282,141.981,4,1,0.13,https://i.scdn.co/image/ab6761610000e5eb68f6e5892075d7f22615bd17
Rasteira - Ao Vivo,Manifesto Musical (Ao Vivo / Vol. 1),Henrique & Juliano,single,34C5pWtJWvLUfKoIZTNrug,https://i.scdn.co/image/ab67616d0000b273c750f88b216803f4b467de83,Virgin Music Label And Artist Services (S&D),75,2021-09-17,5,14554617,"['arrocha', 'sertanejo universitario']",3p7PcrEHaaKLJnPUGOtRlT,,85,False,,0.528,0.593,189007,0.692,685gjMmRjwLFrtCWtF2sXo,0.0,7,0.863,-5.364,0,77,0.042,106.046,4,3,0.598,https://i.scdn.co/image/ab6761610000e5eb3f3fa33960346d34155cc631
Passatempo,WS Sem Limites,Wesley Safadão,album,5EopJnJifkrGKt7jyRZonH,https://i.scdn.co/image/ab67616d0000b273a97131f66f8c479c9b17cb1f,Som Livre,70,2021-06-17,9,10591967,"['arrocha', 'forro', 'sertanejo pop']",1AL2GKpmRrKXkYIcASuRFa,,80,False,,0.193,0.716,162237,0.817,3ibiPPqHxdmX4nNp4kNHE9,0.0,7,0.071,-8.206,0,67,0.0569,160.047,4,3,0.928,https://i.scdn.co/image/ab6761610000e5eb471f55511bcf90942ecc02cd
Namorando Com Saudade,Tudo Em Paz,Jorge & Mateus,album,57h6WHDjwNGIs5NMeKYEoL,https://i.scdn.co/image/ab67616d0000b273f31a4cd4fcf00749d0d49422,Som Livre,80,2021-04-22,15,16237746,"['arrocha', 'sertanejo', 'sertanejo universitario']",1elUiq4X7pxej6FRlrEzjM,,83,False,,0.312,0.678,174081,0.839,6m84TzSTM5nbwZxIxkYHz6,0.0,2,0.0718,-3.78,1,77,0.113,156.057,4,3,0.798,https://i.scdn.co/image/ab6761610000e5ebd43977ee9db55f8155d3161b
Troca,Tudo Em Paz,Jorge & Mateus,album,57h6WHDjwNGIs5NMeKYEoL,https://i.scdn.co/image/ab67616d0000b273f31a4cd4fcf00749d0d49422,Som Livre,80,2021-04-22,15,16237746,"['arrocha', 'sertanejo', 'sertanejo universitario']",1elUiq4X7pxej6FRlrEzjM,,83,False,,0.647,0.758,171264,0.697,6HV630GY0GT3RN2efFRmbP,0.0,1,0.0887,-4.103,1,76,0.0347,94.98,4,2,0.81,https://i.scdn.co/image/ab6761610000e5ebd43977ee9db55f8155d3161b
Paradigmas,Tudo Em Paz,Jorge & Mateus,album,57h6WHDjwNGIs5NMeKYEoL,https://i.scdn.co/image/ab67616d0000b273f31a4cd4fcf00749d0d49422,Som Livre,80,2021-04-22,15,16237746,"['arrocha', 'sertanejo', 'sertanejo universitario']",1elUiq4X7pxej6FRlrEzjM,,83,False,,0.322,0.686,157355,0.789,17UfXrL7Run3GyZJW4uRjC,0.0,1,0.4,-4.103,1,66,0.126,157.932,4,10,0.822,https://i.scdn.co/image/ab6761610000e5ebd43977ee9db55f8155d3161b
Só Não Divulga,Só Não Divulga,Fernando & Sorocaba,single,007jctHYAC50QpRyU3Cnj2,https://i.scdn.co/image/ab67616d0000b27367d31043d16d7fb56fd22057,Sony Music Entertainment,69,2021-02-25,1,3667284,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1oSgjdbgLYULVmEBojPRw8,,68,False,,0.665,0.553,160477,0.785,3HquWF2pZmWYu3WAEP9Heb,0.0,3,0.445,-4.099,0,76,0.0682,75.852,4,1,0.914,https://i.scdn.co/image/ab6761610000e5eb559e156e58788fbf51aa65dd
"Não, Não Vou",Piseiro Sofrência,Mari Fernandez,album,2R2HWZn66G6ReXgB9Zs4wl,https://i.scdn.co/image/ab67616d0000b273db62f496b5c0b0c65972b39a,Sony Music Entertainment,71,2021-04-29,10,275207,"['arrocha', 'arrochadeira', 'sertanejo pop']",0BHm7qbh3ENxvXzkQAG7MP,,76,False,,0.427,0.631,173038,0.861,3jSG8oE8doxDxmpe5GlFee,0.000119,11,0.215,-1.891,0,76,0.0424,149.95,4,2,0.822,https://i.scdn.co/image/ab6761610000e5eb924429b3cf07aa71d639f448
Batom de Cereja - Ao Vivo,"Aqui e Agora, Vol.1 (Ao Vivo)",Israel & Rodolffo,album,40T4QuY2o5FmisyJf3AlEf,https://i.scdn.co/image/ab67616d0000b2739726aea0a29b86961db39a23,Som Livre,73,2021-01-29,9,1447472,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",41QLxRXlc2NwfJZkHGHKid,,77,False,,0.556,0.606,140942,0.908,2MZQAvsA7aZDssppBLRxYp,0.0,6,0.19,-6.201,0,77,0.0565,171.966,4,1,0.798,https://i.scdn.co/image/ab6761610000e5eba6e6e5ae5db56c591b7fe2ed
Faz Amor Comigo Só Hoje,Aqui e Agora Deluxe,Israel & Rodolffo,album,54c8GDhgvX3nFdqUhLG5lD,https://i.scdn.co/image/ab67616d0000b2738b17bcd0d29982ed355bbbf7,Som Livre,64,2021-08-20,19,1447472,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",41QLxRXlc2NwfJZkHGHKid,,77,False,,0.3,0.624,148228,0.922,5ItttPiqUksUE240dJ9DT6,0.0,1,0.112,-4.628,0,62,0.0439,164.819,4,2,0.884,https://i.scdn.co/image/ab6761610000e5eba6e6e5ae5db56c591b7fe2ed
Melhor Que Muita Gente,Aqui e Agora Deluxe,Israel & Rodolffo,album,54c8GDhgvX3nFdqUhLG5lD,https://i.scdn.co/image/ab67616d0000b2738b17bcd0d29982ed355bbbf7,Som Livre,64,2021-08-20,19,1447472,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",41QLxRXlc2NwfJZkHGHKid,,77,False,,0.57,0.719,161520,0.806,2rFQnkqRVcpKkMj1oLPMyb,0.0,9,0.145,-4.556,0,66,0.0566,113.929,4,5,0.714,https://i.scdn.co/image/ab6761610000e5eba6e6e5ae5db56c591b7fe2ed
Não Quer Chifre,Não Quer Chifre,Mc Frog,single,0bjhRzZTAjo8MJ4MuV9Y5g,https://i.scdn.co/image/ab67616d0000b273ef9e4691b157519204e161e6,Mídia Hits Produtora,65,2021-03-26,1,73385,"['funk bh', 'funk carioca', 'funk mandelao', 'funk viral']",5xKesKsXI1jv2TorLOnbbm,,67,True,,0.623,0.873,149323,0.476,7Ls0AYtBWAJtt7iORFc6zC,4.85e-06,5,0.0712,-3.962,1,72,0.065,132.964,4,1,0.923,https://i.scdn.co/image/ab6761610000e5eb6e1a552d0dbd3961357baf5b
A QUEDA,A QUEDA,Gloria Groove,single,1nrGJRwyxKMNnGB8Rz1QJR,https://i.scdn.co/image/ab67616d0000b273ea1781c67b1fc59f30ea804e,SB Music,72,2021-10-14,1,1517913,"['funk carioca', 'pop lgbtq+ brasileira']",7rXMvXRnWHaSwnVvPeUUfw,,79,False,,0.498,0.822,172500,0.524,2s9BO8c0co0PmgBiUoTT17,0.0,6,0.48,-8.4,0,79,0.242,130.06,4,1,0.718,https://i.scdn.co/image/ab6761610000e5eb4c4496641ec759f265e09fda
Mustang Preto,Mustang Preto,Teto,single,6fhHEgPoz6jfgZvwlH9jBA,https://i.scdn.co/image/ab67616d0000b273d8f1a65b9f22b1c70fb76cf3,Sony Music Entertainment,69,2021-10-10,1,913899,['trap baiano'],68YeXpLt3jB7JHQS5ZjMGo,,73,True,,0.0473,0.917,183000,0.52,6Vgn3IEUkWs3d6og029Gtm,0.0,1,0.086,-7.138,1,76,0.129,111.023,4,1,0.564,https://i.scdn.co/image/ab6761610000e5ebca9ffd36e52073b00542b5b4
Faxina (Ao Vivo No Casa Filtr),Faxina (Ao Vivo No Casa Filtr),Guilherme & Benuto,single,60As65fbsLOUwrsJqo1Nmp,https://i.scdn.co/image/ab67616d0000b273f045815bf29cc0d67171b4b2,Sony Music Entertainment,64,2021-08-05,1,329453,"['arrocha', 'sertanejo pop']",6m6e7D2TnV0aYMllFFwMxu,,71,False,,0.544,0.532,153242,0.856,73ghohUx3BscZn4hQbD35X,0.0,0,0.109,-2.966,1,71,0.0926,159.342,4,1,0.928,https://i.scdn.co/image/ab6761610000e5eb4cdd24fb8ca818481251a617
Sigilo - Ao Vivo,Sigilo (Ao Vivo),Guilherme & Benuto,single,7GRukQVPHOjQW1l6o3W9aa,https://i.scdn.co/image/ab67616d0000b2735db28a1d89e17900a5d4372c,Sony Music Entertainment,61,2021-03-18,1,329453,"['arrocha', 'sertanejo pop']",6m6e7D2TnV0aYMllFFwMxu,,71,False,,0.433,0.535,165367,0.765,6vnKRiOjUjYT59xl4awHTx,0.0,7,0.125,-3.716,0,68,0.184,108.521,4,1,0.627,https://i.scdn.co/image/ab6761610000e5eb4cdd24fb8ca818481251a617
STAY (with Justin Bieber),F*CK LOVE 3: OVER YOU,The Kid LAROI,album,4bZJWQhHKJckFLJuYdvyX2,https://i.scdn.co/image/ab67616d0000b2738e6551a2944764bc8e33a960,Columbia,87,2021-07-23,29,3413738,['australian hip hop'],2tIP7SsRs7vjIcLrU85W8J,,88,True,,0.0383,0.591,141806,0.764,5PjdY0CKGZdEuoNab3yDmX,0.0,1,0.103,-5.484,1,93,0.0483,169.928,4,3,0.478,https://i.scdn.co/image/ab6761610000e5eb70783ea42c106f3f325f53af
Sua amiga deu,Sua amiga deu,MC Levin,single,2PnAF3M9NIbF2LlozAKIGk,https://i.scdn.co/image/ab67616d0000b27346de1a3575627a1745f2aa3e,WM Brazil,64,2019-05-17,1,398256,['funk carioca'],0guw2RGoUqaWKpoCY5DzWY,,69,True,,0.277,0.947,178173,0.556,142YjJNOuXjzeSDnB1ujw1,5.43e-06,7,0.208,-4.536,1,71,0.0736,130.046,4,1,0.426,https://i.scdn.co/image/ab6761610000e5eb562df545d6b5e2d737d577d2
Volta Rapariga,Seleção do Imperador,Vitinho Imperador,album,3wyeeSjaLzG8iJiYoMGU5o,https://i.scdn.co/image/ab67616d0000b2739b3b249e36dfc06fba1bcfdf,Administração Mídias Brasil,32,2021-07-13,7,115718,"['arrocha', 'forro', 'sertanejo pop']",6xrc4RXcso9uKlYWlIANPU,,62,False,,0.272,0.708,196371,0.735,3CUPWFarYwA0HJQqzje4UD,0.0106,10,0.0861,-7.082,0,37,0.0434,81.0,4,2,0.962,https://i.scdn.co/image/ab6761610000e5ebb88893d33db1a6636f77f341
Vida Louca,Vida Louca,Mc Poze do Rodo,single,3qaeGIuXmO4lNgGgerapPc,https://i.scdn.co/image/ab67616d0000b273863762d02b8eabaaec806197,Mainstreet Records,68,2021-04-02,1,1445914,[],28ie4NNTa2VW2QV4Zray8M,,77,False,,0.359,0.852,155676,0.62,7IG7laqVpcvIIULrwWP5SA,0.0,6,0.101,-5.79,0,75,0.227,92.464,4,1,0.744,https://i.scdn.co/image/ab6761610000e5ebf59cbc45084b8a80c0050e79
Faking Love (feat. Saweetie),Faking Love (feat. Saweetie),Anitta,single,0keCRGjhQNl2Wba6nSwqgx,https://i.scdn.co/image/ab67616d0000b273345fefcf861f8a1dcf46f17b,Warner Records,72,2021-10-14,1,11224570,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",7FNnA9vBm6EKceENgCGRMb,,84,True,,0.0389,0.896,146933,0.578,3V7jLMYvvg4BHi4tmDveNc,0.0,0,0.063,-4.773,1,79,0.12,133.01,4,1,0.866,https://i.scdn.co/image/ab6761610000e5eb835afdc1e0333889873e402a
Menina Se Prepara,Menina Se Prepara,Mc Pepeu,single,3Lm13mfUcBeFGDitToszX5,https://i.scdn.co/image/ab67616d0000b2733aecc384f36e54a29fef76c6,Doug Filmes,68,2021-05-25,1,22138,['funk bh'],3THyxXDkvAVvmfZKP3Fq7G,,60,True,,0.496,0.541,210461,0.515,2aqqXrjrPdRHU9uSeRmL3C,0.0,5,0.0937,-3.182,1,75,0.0488,86.66,5,1,0.41,https://i.scdn.co/image/ab6761610000e5eb8e8ffae6363d948570a6e733
Ficante Fiel,Ficante Fiel,Mad Dogz,single,4nw8CoyoBHT7PIEzKXjvOD,https://i.scdn.co/image/ab67616d0000b27324d8feb36dc766c63a5b5cf4,WM Brazil,67,2021-07-23,1,9402,"['arrocha', 'funk pop', 'sertanejo pop']",18RtsuKFWko5JfeMsIi0YP,,64,False,,0.0296,0.596,140903,0.766,07Kp3cAQRY0iPp4ATMoehM,0.0,0,0.207,-6.792,1,74,0.0354,155.095,4,1,0.625,https://i.scdn.co/image/ab6761610000e5eb78a7d438fad33be0b939fd85
Bipolar,Bipolar,Mc Davi,single,1iCDTyPPAevNAvqC6WFlRy,https://i.scdn.co/image/ab67616d0000b273db8887fdc9f1052b54a9bd65,GR6 Music,68,2021-04-09,1,3054649,"['funk carioca', 'funk ostentacao', 'funk paulista']",1cYhx7ZOhYoVmnDPb9KMwo,,75,True,,0.586,0.601,276480,0.36,0qxLQ6opocOGyFnlXqJ53x,0.0,9,0.0882,-7.791,0,75,0.0877,124.993,4,1,0.335,https://i.scdn.co/image/ab6761610000e5ebe1558340c7b6c1d5c6eede65
Facas - Ao Vivo,Equilíbrio (Ao Vivo),Diego & Victor Hugo,album,5oFcg58VXbLAvFFHEy4hd4,https://i.scdn.co/image/ab67616d0000b273754b8b3d6d58bcdca4fd329d,Sony Music Entertainment,71,2021-07-29,18,1859444,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",3k68C6mNMJL6OaAdWeW2ZF,,73,False,,0.615,0.443,196380,0.509,6Aw11M9NT2tBeEj3mPKrjy,0.0,2,0.472,-5.995,1,64,0.0536,160.984,4,10,0.69,https://i.scdn.co/image/ab6761610000e5eb3fc676479cb8496755d60855
Coração Na Cama - Ao Vivo,No Pelo 3 (Ao Vivo),Hugo & Guilherme,album,68T7wjEJhAX8gZtwIdNOV3,https://i.scdn.co/image/ab67616d0000b273a6baa834d7f707b98cf8be48,Som Livre,69,2021-04-30,15,573784,"['arrocha', 'sertanejo pop']",1LIuN7ov1IBQDdLsU83ojl,,78,False,,0.663,0.764,173227,0.794,7vCvUJyjMxRkPeo19nxmuk,0.0,8,0.34,-4.096,1,63,0.0589,110.013,4,1,0.721,https://i.scdn.co/image/ab6761610000e5eb67535bfdcd01792eb3ae0fb9
Fim da Noite,Fim da Noite,Zé Vaqueiro,single,1QYG4qfUKrTSEGadNN1TWI,https://i.scdn.co/image/ab67616d0000b2731ca95039ccd482ed9cff1e03,Sony Music Entertainment,61,2021-08-19,1,3462664,"['arrocha', 'forro de favela']",5K8Rmjmf4RZFffz94EmBRt,,77,False,,0.688,0.745,167168,0.862,4jMrV2f00zM9ifqJal3CcG,0.0,11,0.347,-2.731,0,68,0.0449,145.1,4,1,0.839,https://i.scdn.co/image/ab6761610000e5ebbee0ca4d43b643cc338c3ce2
Não Parei De Sofrer,Inconfundível,Gustavo Mioto,album,4jJ9pMfN0ecH1dUEwr4xnc,https://i.scdn.co/image/ab67616d0000b27350bc6df7a8ffa523e7b09317,Universal Music Ltda.,68,2021-08-20,9,3810285,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1X6ORK7IekgmyjV6IFPszP,,69,False,,0.317,0.702,176395,0.88,7kwOvJqT8zHXQ4NYUZQ6W2,0.0,4,0.108,-2.671,0,62,0.145,157.999,4,1,0.632,https://i.scdn.co/image/ab6761610000e5eb5361149937004b8165005b96
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],CKay,single,5NzoKSfocwLOb6o0lXfTM9,https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745,WM South Africa,83,2021-09-09,1,531826,['afro r&b'],048LktY5zMnakWq7PTtFrz,,82,False,,0.436,0.579,188369,0.596,4gvrJnKCKIPiacNsWVQwEU,0.0938,8,0.0549,-4.823,1,90,0.0561,119.9,3,1,0.443,https://i.scdn.co/image/ab6761610000e5ebea3fa9954a2bbeeb43ba86ae
Vida Toda - Spotify Singles,Vida Toda - Spotify Singles,L7NNON,single,0nA8Q6u0LdcF2vaJt1l3WC,https://i.scdn.co/image/ab67616d0000b273e7405ff3cf112df74c4e17d5,Papatunes,64,2021-10-13,1,1338904,"['funk carioca', 'pop rap brasileiro']",0JjPiLQNgAFaEkwoy56B1C,,79,False,,0.113,0.755,153245,0.476,1qxuVUQPbhbp4jDXaN8fJT,0.0,9,0.179,-7.439,1,71,0.12,129.833,4,1,0.502,https://i.scdn.co/image/ab6761610000e5ebdfff13ef62b4a2ffd3fb15da
Superação Digital,Viva la Vida,Xand Avião,album,6UaJBNokr5RFYIGwzkK8Qn,https://i.scdn.co/image/ab67616d0000b273866f657a100c6dcf47c4cba2,Som Livre,68,2021-09-24,7,2216814,"['arrocha', 'forro', 'forro de favela', 'funk carioca', 'sertanejo pop']",43DRDu6nLSeIedZ7T1A616,,70,False,,0.507,0.66,176298,0.889,6AQqsFYtCQi9m7MJcMjGup,3.5e-05,2,0.101,-2.17,0,68,0.0391,159.94,4,1,0.913,https://i.scdn.co/image/ab6761610000e5eb1ae8fea6e96c9a2cc180cc39
Beggin',Chosen,Måneskin,album,2qJw6w5XwQO0PQlSWPu7Tw,https://i.scdn.co/image/ab67616d0000b273fa0ab3a28b5c52d8a5f97045,RCA Records Label,87,2017-12-08,7,5590680,"['indie rock italiano', 'italian pop']",0lAWpj5szCSwM4rUMHYmrr,,83,False,,0.127,0.714,211560,0.8,3Wrjm47oTz2sjIgck11l5e,0.0,11,0.359,-4.808,0,92,0.0504,134.002,4,4,0.589,https://i.scdn.co/image/ab6761610000e5ebb760340fd14e8ea7e6775253
Colocando Nela,Colocando Nela,MC L da Vinte,single,1Q3x5tOOqIGGRLBjQlM0zs,https://i.scdn.co/image/ab67616d0000b27321351da0627ee24e1a0c9b0a,Funk Explode Records,65,2021-03-25,1,596767,"['funk bh', 'funk carioca', 'funk ostentacao']",0lHB0Qc4pmD5RkTLlHeESo,,67,False,,0.113,0.634,140308,0.359,5uvEyd73MMFvW2WuEghabn,1.59e-05,2,0.0679,-5.57,0,72,0.0581,84.696,5,1,0.456,https://i.scdn.co/image/ab6761610000e5eb3f989adb488e574db00a9cb7
Lágrima por Lágrima (feat. Gusttavo Lima) - Ao Vivo,Lágrima por Lágrima (feat. Gusttavo Lima) [Ao Vivo],DENNIS,single,5LEhN84DqAH2wSZLiaQ1BU,https://i.scdn.co/image/ab67616d0000b273afffb5b83f08ef834438323f,Sony Music Entertainment,62,2021-08-05,1,2003834,"['brazilian edm', 'funk carioca', 'funk das antigas']",6xlRSRMLgZbsSNd0BMobwy,,73,False,,0.0626,0.74,152724,0.589,0KkpG6b73QfIjeZDqjLwxW,0.0,11,0.601,-5.123,1,69,0.0487,130.121,4,1,0.39,https://i.scdn.co/image/ab6761610000e5ebca5d2ee09cab9ec409641e48
Rei Lacoste,Atg Tape,MD Chefe,album,0YpnBZ9kBPcGzoonbHZFaS,https://i.scdn.co/image/ab67616d0000b273d25dac5e862de519fb12900d,OFFLEI SOUNDS,76,2021-08-04,8,501415,"['trap carioca', 'trap pesado']",6yZKPB8eRoJesHjtxPxSLs,,70,False,,0.136,0.898,152000,0.341,1jwEnLN5hMOwotwXfchUaf,1.05e-06,9,0.0922,-12.385,1,70,0.275,119.932,4,2,0.486,https://i.scdn.co/image/ab6761610000e5eb99c1178e383e3a060b9e5b4d
Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,Da Roça Pra Cidade (Ao Vivo),Os Barões Da Pisadinha,album,3xSQfp12LtQd9Nq9bWUHz6,https://i.scdn.co/image/ab67616d0000b273e83c9da406220cfe6752e6ec,Sony Music Entertainment,70,2021-08-25,16,5802487,"['arrocha', 'forro', 'piseiro']",5Lv2GUVwqmQBPwrTrxucE5,,79,False,,0.302,0.593,147876,0.932,5UmwpS5SHeaKNCA7bGpJRe,0.0,8,0.133,-2.324,1,63,0.0526,171.977,4,5,0.913,https://i.scdn.co/image/ab6761610000e5eb2a490d600bb902a76c1f41ac
O Ex da Sua Vida,"Falando de Amor, Vol. 2",Gusttavo Lima,album,4AmYNtcUeuaLZfQo5uDTKh,https://i.scdn.co/image/ab67616d0000b27367a2965f7859d5c58d2bd4a0,Sony Music Entertainment,69,2021-07-01,7,15082739,"['arrocha', 'sertanejo', 'sertanejo universitario']",7MiDcPa6UiV3In7lIM71IN,,84,False,,0.163,0.779,179872,0.9,17Gh6E6eRfAAw7sCgmnkFc,0.0,9,0.25,-3.644,0,71,0.055,158.032,4,1,0.962,https://i.scdn.co/image/ab6761610000e5ebf891132e76d4a3b7c344223b
Quebrando Protocolo - Ao Vivo,"Buteco in Boston, Vol. 2 (Ao Vivo)",Gusttavo Lima,single,3stCvW6okTzFPGr0OuB3Vu,https://i.scdn.co/image/ab67616d0000b273aef4a1c0c7c57121d92c2c7b,Sony Music Entertainment,71,2021-10-28,4,15082739,"['arrocha', 'sertanejo', 'sertanejo universitario']",7MiDcPa6UiV3In7lIM71IN,,84,False,,0.238,0.732,175217,0.93,0RoVmAeG1dC9U34S6RCCIB,0.0,0,0.606,-2.663,0,73,0.12,172.822,4,1,0.892,https://i.scdn.co/image/ab6761610000e5ebf891132e76d4a3b7c344223b
Ficha Limpa,Hits do Gusttavo Lima,Gusttavo Lima,compilation,3q4J6C6cKmOegqPNEwt4Hf,https://i.scdn.co/image/ab67616d0000b273b94c000b887c6902dcd8bec7,Sony Music Entertainment,41,2021-01-01,53,15082739,"['arrocha', 'sertanejo', 'sertanejo universitario']",7MiDcPa6UiV3In7lIM71IN,,84,False,,0.108,0.774,192725,0.732,1bK3VvFF9QzfJZDmXSsAqF,0.0,9,0.243,-4.227,1,45,0.0308,135.005,4,5,0.734,https://i.scdn.co/image/ab6761610000e5ebf891132e76d4a3b7c344223b
Metade de um Abraço,Metade de um Abraço,Zé Vaqueiro,single,7haxD4dN6BC6kWqiXZ6cgp,https://i.scdn.co/image/ab67616d0000b273f448aa871e005c244d671841,Sony Music Entertainment,65,2021-09-30,1,3462664,"['arrocha', 'forro de favela']",5K8Rmjmf4RZFffz94EmBRt,,77,False,,0.578,0.684,206185,0.765,3ZBVlZVOynUEw2Aphgt2cN,0.0,1,0.321,-5.33,0,72,0.0445,154.022,4,1,0.962,https://i.scdn.co/image/ab6761610000e5ebbee0ca4d43b643cc338c3ce2
Viela,Role,Marcynho Sensação,single,2oDX6J6SKxXoCiawVU655M,https://i.scdn.co/image/ab67616d0000b273090f4dc73af536f0d5aae80b,FPS Music Digital,35,2021-06-20,3,523861,['arrocha'],4dnPDc045bVjibyATxVUOs,,80,False,,0.334,0.825,152483,0.849,297PAlIk1PSDeZFkdC4WIe,0.114,8,0.0383,-7.024,1,42,0.0791,170.078,4,3,0.914,https://i.scdn.co/image/ab6761610000e5eb0ece5e034198be924a384be1
Estelionato Afetivo - Ao Vivo,Estelionato Afetivo (Ao Vivo),Douglas & Vinicius,single,6b9kRGac9mBHA2YJRVMzOT,https://i.scdn.co/image/ab67616d0000b273c7069b591d033fb7db4eddee,Virgin Music Label And Artist Services (S&D),71,2021-09-24,1,82937,"['arrocha', 'forro', 'sertanejo pop']",7M83IzPXGA4ClZJ5reW2Ro,,66,False,,0.355,0.451,172000,0.881,0m6XpDgZSyqyCg0HKOCaO8,0.0,11,0.898,-2.762,1,78,0.086,105.69,4,1,0.601,https://i.scdn.co/image/ab6761610000e5eb6727d6bb42926744bc4eebb8
Volume 3 - Ao Vivo,Ao Vivo No Golf Estate (Deluxe),Douglas & Vinicius,album,6mfr1h9ifVuvUkrvOZ2Ykj,https://i.scdn.co/image/ab67616d0000b273b7699ed9641d97e866cc2459,Virgin Music Label And Artist Services (S&D),52,2021-07-30,13,82937,"['arrocha', 'forro', 'sertanejo pop']",7M83IzPXGA4ClZJ5reW2Ro,,66,False,,0.491,0.67,171272,0.854,6dJJ9OlxyeXenDCgTGdsTR,0.0,0,0.911,-3.806,1,57,0.0436,146.032,4,8,0.732,https://i.scdn.co/image/ab6761610000e5eb6727d6bb42926744bc4eebb8
Baile do Cinga do 12,Baile do Cinga do 12,MC Gontijo,single,58PrKw1nIhqRVf2FwkSRx1,https://i.scdn.co/image/ab67616d0000b2732b75bbd5d4589f6715c147ac,DJ Sati Marconex,53,2020-01-16,1,7077,"['funk mandelao', 'funk viral']",1WmcR9CzK9NuKE0vB94PAY,,55,True,,0.277,0.93,181864,0.591,2uLt06E9xCZVPFXg9v794o,0.0,10,0.147,1.906,1,60,0.261,131.971,4,1,0.569,https://i.scdn.co/image/ab67616d0000b2739f362c94015083e0a705f019
