Song_Name,Album_name,Artist_name,Album_album_type,Album_id,Album_image,Album_label,Album_popularity,Album_release,Album_total_tracks,Artist_followers,Artist_genres,Artist_id,Artist_images,Artist_popularity,Song_Explicit,Song_Top_Tags_lfm,Song_acousticness,Song_danceability,Song_duration_ms,Song_energy,Song_id,Song_instrumentalness,Song_key,Song_liveness,Song_loudness,Song_mode,Song_popularity,Song_speechiness,Song_tempo,Song_time_signature,Song_track_number,Song_valence,Artist_image
De Garrafa A Pior - Ao Vivo,De Garrafa A Pior (Ao Vivo),Henrique & Juliano,single,71PCxgihFlARgoq3JVmbeq,https://i.scdn.co/image/ab67616d0000b273cefbbc83c1c0e8d1f86e8b49,Virgin Music Label And Artist Services (S&D),63,2021-11-05,1,14554617,"['arrocha', 'sertanejo universitario']",3p7PcrEHaaKLJnPUGOtRlT,,85,False,,0.282,0.554,162159,0.745,6FaJ8kDyy4SDJpLPwAo9gE,0.0,1,0.301,-3.584,1,70,0.0923,154.067,4,1,0.603,https://i.scdn.co/image/ab6761610000e5eb3f3fa33960346d34155cc631
Até A Próxima Vida - Ao Vivo,Manifesto Musical (Ao Vivo / Vol. 1),Henrique & Juliano,album,3qL1ZV5aLsA2U0lVdIadau,https://i.scdn.co/image/ab67616d0000b27345014fbe5ca34ecb25994c57,Virgin Music Label And Artist Services (S&D),82,2021-12-10,10,14554617,"['arrocha', 'sertanejo universitario']",3p7PcrEHaaKLJnPUGOtRlT,,85,False,,0.135,0.587,194311,0.755,130HVxaVe9EYcLJmuOR9Rw,0.0,4,0.976,-4.038,0,61,0.184,117.606,4,9,0.629,https://i.scdn.co/image/ab6761610000e5eb3f3fa33960346d34155cc631
Gaiola - Ao Vivo,Manifesto Musical (Ao Vivo / Vol. 1),Henrique & Juliano,album,3qL1ZV5aLsA2U0lVdIadau,https://i.scdn.co/image/ab67616d0000b27345014fbe5ca34ecb25994c57,Virgin Music Label And Artist Services (S&D),82,2021-12-10,10,14554617,"['arrocha', 'sertanejo universitario']",3p7PcrEHaaKLJnPUGOtRlT,,85,False,,0.176,0.386,195039,0.81,258db74PFBueylrjM6ccvN,0.0,7,0.898,-3.906,1,61,0.175,155.359,4,10,0.289,https://i.scdn.co/image/ab6761610000e5eb3f3fa33960346d34155cc631
Universo Conspirou - Ao Vivo,Manifesto Musical (Ao Vivo / Vol. 1),Henrique & Juliano,album,3qL1ZV5aLsA2U0lVdIadau,https://i.scdn.co/image/ab67616d0000b27345014fbe5ca34ecb25994c57,Virgin Music Label And Artist Services (S&D),82,2021-12-10,10,14554617,"['arrocha', 'sertanejo universitario']",3p7PcrEHaaKLJnPUGOtRlT,,85,False,,0.282,0.598,190016,0.827,6Xz85h33BGWDGgmWYdp6Ga,0.0,7,0.858,-4.69,1,72,0.0978,149.826,4,2,0.659,https://i.scdn.co/image/ab6761610000e5eb3f3fa33960346d34155cc631
Ficamento - Ao Vivo,Manifesto Musical (Ao Vivo / Vol. 4),Henrique & Juliano,single,3Nl8a1i54hU2pSc0vuo3Mn,https://i.scdn.co/image/ab67616d0000b273b118562c6fd8623607b3f036,Virgin Music Label And Artist Services (S&D),71,2022-01-28,2,14554617,"['arrocha', 'sertanejo universitario']",3p7PcrEHaaKLJnPUGOtRlT,,85,False,,0.174,0.637,148152,0.828,3HDVviISx553LWtaXPc3la,0.0,7,0.447,-4.478,1,71,0.239,159.795,4,2,0.801,https://i.scdn.co/image/ab6761610000e5eb3f3fa33960346d34155cc631
Seu Perfil - Ao Vivo,Manifesto Musical (Ao Vivo / Vol. 2),Henrique & Juliano,album,6eFCjN8eB6OOs4zn5cd1KX,https://i.scdn.co/image/ab67616d0000b2735530831994601cb279604e9e,Virgin Music Label And Artist Services (S&D),73,2022-02-17,16,14554617,"['arrocha', 'sertanejo universitario']",3p7PcrEHaaKLJnPUGOtRlT,,85,False,,0.564,0.648,183568,0.755,4GOs8fPjp4M9CBHanTMwsQ,0.0,7,0.62,-3.465,1,58,0.0707,105.658,4,15,0.778,https://i.scdn.co/image/ab6761610000e5eb3f3fa33960346d34155cc631
Resumindo - Ao Vivo,Junto e Misturado Vol. 2 (Ao Vivo),Diego & Arnaldo,single,6v1XnVPgZEriI527djp2Mf,https://i.scdn.co/image/ab67616d0000b273934e292c8f55184206a2fb38,Sony Music Entertainment,51,2021-08-04,2,891053,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",0CrGLmfVKzk9rAyiNb91ft,,64,False,,0.325,0.746,202093,0.807,23s3h5dG3GMZ9oHjR9Eizm,0.0,7,0.951,-2.916,0,58,0.0727,75.038,4,1,0.702,https://i.scdn.co/image/ab6761610000e5eb349201d3122c6dab0dc444f5
Vou Encher de Leite e Vou Mandar Pros Alemão - Eletrofunk,Vou Encher de Leite e Vou Mandar Pros Alemão (Eletrofunk),Mc Th,single,6lioNpRU7J0LvTg9dWbXDC,https://i.scdn.co/image/ab67616d0000b273798fcd858c73a89202688c3a,Medellin,65,2021-09-17,1,1155760,"['funk carioca', 'funk ostentacao']",0bg3fNpRQgZTCAg3Bseyly,,67,True,,0.284,0.908,131077,0.708,2EO2Ygkb3rjxExkpStXvyK,1.57e-05,1,0.0878,-2.412,1,72,0.082,130.041,4,1,0.436,https://i.scdn.co/image/ab6761610000e5eb6d4b7210c9679721877f76de
Favela No Topo,Universo Particular,Hungria Hip Hop,single,0Wg1HsbVatKcEZznPZ62Ev,https://i.scdn.co/image/ab67616d0000b273940f54adbf152b940bb1b264,Hungria Hip Hop,74,2021-11-19,4,7403693,"['brazilian hip hop', 'rap df', 'trap brasileiro']",0vLuOi2k62sHujIfplInlK,,73,True,,0.219,0.892,262200,0.49,5KtC1UhvyfLH5yCLTTfXwm,0.0,8,0.112,-7.524,0,69,0.327,125.027,4,1,0.715,https://i.scdn.co/image/ab6761610000e5eb517cbf9be3059c045cc54e99
Da Moral Pros Pobre - Ao Vivo,Da Moral Pros Pobre (Ao Vivo),Hugo & Guilherme,single,3Oj3RzxtAgYjSMjQXPMIk7,https://i.scdn.co/image/ab67616d0000b273e98da91a571ba30eba0d5fd4,Som Livre,62,2021-12-17,1,573784,"['arrocha', 'sertanejo pop']",1LIuN7ov1IBQDdLsU83ojl,,78,False,,0.115,0.567,184633,0.887,3psMQz5Gv7jROkzVP4VokT,0.0,11,0.114,-3.757,0,69,0.149,153.248,4,1,0.701,https://i.scdn.co/image/ab6761610000e5eb67535bfdcd01792eb3ae0fb9
Google da Minha Vida,Google da Minha Vida,MC Ryan SP,single,4aWAnS8KoF5bdS6r3aItEa,https://i.scdn.co/image/ab67616d0000b273863ab88f4d4b35310e092f42,GR6 Music,64,2021-09-13,1,944013,"['funk carioca', 'funk ostentacao', 'funk paulista']",75i9GaW2MJUgt4BkdUnuUY,,80,False,,0.546,0.661,137872,0.583,456hS1uLvaApIdoMyqg9e4,0.0,7,0.129,-5.988,0,71,0.158,93.759,4,1,0.428,https://i.scdn.co/image/ab6761610000e5eb6f67fd48e0cf55e72f0fcb0a
Se Essa Bunda,Se Essa Bunda,Costa Gold,single,6hKe3QG6yPJ3fs1f7RB1UX,https://i.scdn.co/image/ab67616d0000b273b97e4b3d7ed89abd24e4df01,Som Livre,66,2021-07-29,1,2169268,"['brazilian hip hop', 'trap brasileiro']",7q1aEytv83jXNECmyaMhgn,,68,False,,0.183,0.946,249125,0.595,7gMWTBRgB5CZdNDSuweCyr,0.0,1,0.0363,-7.198,1,73,0.137,120.009,4,1,0.835,https://i.scdn.co/image/ab6761610000e5eb9cbe2381501f155290ae4a1a
Apita,Apita,Costa Gold,single,7ECb1Hl5GRZKbf7DxdYvmv,https://i.scdn.co/image/ab67616d0000b273edd76cf203aa00978598371c,Som Livre,67,2021-11-12,1,2169268,"['brazilian hip hop', 'trap brasileiro']",7q1aEytv83jXNECmyaMhgn,,68,True,,0.12,0.79,233250,0.595,5m2XYNroEL5ceFFPDngYe2,0.0,1,0.275,-6.626,1,74,0.173,99.916,4,1,0.607,https://i.scdn.co/image/ab6761610000e5eb9cbe2381501f155290ae4a1a
Liberdade (Quando o Grave Bate Forte),Liberdade (Quando o Grave Bate Forte),Alok,single,0x28JzvWpaqtzw2YWKubKR,https://i.scdn.co/image/ab67616d0000b27310fd04f0803af98839d6c252,GR6 Music,67,2020-12-18,1,11161905,"['electro house', 'pop nacional', 'slap house']",0NGAZxHanS9e0iNHpR8f2W,,83,False,,0.0254,0.81,150462,0.789,2QLbRVzixE282JSQjBz2DG,1.85e-06,6,0.104,-4.032,1,74,0.0498,129.988,4,1,0.432,https://i.scdn.co/image/ab6761610000e5eb83c76c9545193b431a44a8f6
Briga Feia - Ao Vivo,Ao Vivo No Ibirapuera,Henrique & Juliano,album,5ExfGmxdqydd3vgdLdRR8f,https://i.scdn.co/image/ab67616d0000b27350eb8b741c09b9159338fa9f,Virgin Music Label And Artist Services (S&D),80,2020-05-15,22,14554617,"['arrocha', 'sertanejo universitario']",3p7PcrEHaaKLJnPUGOtRlT,,85,False,,0.108,0.589,194580,0.846,7bukHRNgGLRySTJEVvLoIR,0.0,11,0.93,-5.501,1,71,0.0616,167.987,4,3,0.565,https://i.scdn.co/image/ab6761610000e5eb3f3fa33960346d34155cc631
Culpados - Ao Vivo,Manifesto Musical (Ao Vivo / Vol. 2),Henrique & Juliano,album,6eFCjN8eB6OOs4zn5cd1KX,https://i.scdn.co/image/ab67616d0000b2735530831994601cb279604e9e,Virgin Music Label And Artist Services (S&D),73,2022-02-17,16,14554617,"['arrocha', 'sertanejo universitario']",3p7PcrEHaaKLJnPUGOtRlT,,85,False,,0.662,0.495,160407,0.515,70otCLgRRisw4nwGT8j6LK,0.0,3,0.302,-5.5,0,57,0.0341,104.009,4,13,0.451,https://i.scdn.co/image/ab6761610000e5eb3f3fa33960346d34155cc631
Bad Habits,Bad Habits,Ed Sheeran,single,01NhUvviMytvV12pmJiDZH,https://i.scdn.co/image/ab67616d0000b2734e03a288fd79707055759f9c,Atlantic Records UK,53,2021-06-25,1,93517253,"['pop', 'uk pop']",6eUKZXaKkcviH0Ku9w2n3V,,95,False,,0.0469,0.808,231041,0.897,6PQ88X9TkUIAUIZJHW2upE,3.14e-05,11,0.364,-3.712,0,60,0.0348,126.026,4,1,0.591,https://i.scdn.co/image/ab6761610000e5eb12a2ef08d00dd7451a6dbed6
Bad Habits,=,Ed Sheeran,album,32iAEBstCjauDhyKpGjTuq,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,Atlantic Records UK,96,2021-10-29,14,93517253,"['pop', 'uk pop']",6eUKZXaKkcviH0Ku9w2n3V,,95,False,,0.0451,0.807,230747,0.893,3rmo8F54jFF8OgYsqTxm5d,2.79e-05,11,0.366,-3.745,0,96,0.0347,126.011,4,4,0.537,https://i.scdn.co/image/ab6761610000e5eb12a2ef08d00dd7451a6dbed6
Tipo Gin - Ao Vivo,Todo Mundo Ama O Chris (Ao Vivo),MC Kevin o Chris,album,5bISzaxE6WVsJjQj2BpWTX,https://i.scdn.co/image/ab67616d0000b27303bc808cc7c8eabd36483181,MC Kevin o Chris,65,2021-04-09,23,2871579,"['funk 150 bpm', 'funk carioca']",2UMj7NCbuqy1yUZmiSYGjJ,,70,False,,0.78,0.75,159147,0.668,4llr8mcoauwrHBtjGb7F9S,3.13e-06,0,0.338,-4.49,0,72,0.061,94.998,4,5,0.786,https://i.scdn.co/image/ab6761610000e5ebf3bbac9730af93231fb91f6b
Passarinho Que Som É Esse,Passarinho Que Som É Esse,DJ TOPO,single,0Et3A7ACzmW3MXff2KcHxg,https://i.scdn.co/image/ab67616d0000b2737fb15f8ca629234a8dfc68fc,DJ TOPO,60,2021-08-06,1,85897,"['funk carioca', 'rave funk']",0xj9MJx9r0wO2o4aqdergP,,58,True,,0.538,0.889,148615,0.78,6nef87NAKR2Au5YCCfnIi9,0.00344,5,0.088,-5.208,1,67,0.14,130.042,4,1,0.82,https://i.scdn.co/image/ab6761610000e5ebeb701c68c40841c55cabecce
Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo),Turma no Quintal (Ao Vivo),Turma do Pagode,album,1N4vxCa92pFS7jdcLBTOqu,https://i.scdn.co/image/ab67616d0000b27347955b951c6a89e1e5a6777a,Sony Music Entertainment,64,2021-05-21,20,2319789,"['pagode', 'pagode novo', 'sertanejo', 'sertanejo universitario']",5JG9GISYjRLQUJMH2C6iJ5,,73,False,,0.634,0.68,216818,0.712,1N19UVD4GRBFT6UrDaX6rk,0.0,9,0.933,-6.781,1,66,0.0609,88.0,4,6,0.784,https://i.scdn.co/image/ab6761610000e5ebb7c86506a9fd1c2aff98709c
Passar de Foguetão 2 - Ao vivo,Summer (EP 1) [Ao vivo],Mc Don Juan,single,1ZQq76qlDn4sTfz8dZvxUs,https://i.scdn.co/image/ab67616d0000b273405120d9284bdab0516e955f,WM Brazil,79,2021-11-05,5,4330610,"['arrocha', 'batidao romantico', 'funk carioca', 'funk ostentacao', 'funk paulista']",7Lmrb6KcIzfkmgbtokjsAL,,79,False,,0.349,0.719,297187,0.289,3f5F25eNQqkM4KOwN0Cwx2,0.0,7,0.327,-15.032,0,71,0.447,95.059,4,1,0.329,https://i.scdn.co/image/ab6761610000e5eb54cf878f728ea417cca52678
Quebradas,Quebradas,MC Paulin da Capital,single,5wSJkFgoyruJuAblbrr5rH,https://i.scdn.co/image/ab67616d0000b2737f145f42a98029f6acf70b47,Love Funk,68,2021-12-02,1,1064719,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']",592JnViQ2tot63c1SbtgK2,,67,False,,0.146,0.762,250588,0.714,3LwdDMldO8zXz5jgVTQbvR,0.0,9,0.0415,-2.436,0,75,0.219,112.985,5,1,0.558,https://i.scdn.co/image/ab6761610000e5eba2e6a87e51f3abcb39f9fa74
Voltei pra Cachorrada,Voltei pra Cachorrada,DJ Jeeh FDC,single,0tNsjTh1mnsApOzQe9CBEc,https://i.scdn.co/image/ab67616d0000b273270750cb4978828afad5c247,PEAR MUSIC,69,2021-09-30,1,1521,[],5lal0BjsooQ7ON4t7B73bp,,61,True,,0.447,0.859,206811,0.748,3bJ4nTkTXMYpYgM7zoUqPY,0.0,9,0.0901,1.42,0,76,0.15,129.798,4,1,0.617,https://i.scdn.co/image/ab6761610000e5ebace7cd972e272bf648857953
Canto da Sereia,Canto da Sereia,MC Menor da VG,single,6oeLs83jPMK8JodH2bpSyO,https://i.scdn.co/image/ab67616d0000b273acd0fd29f3342ab903e5ffd1,GR6 Music,68,2020-03-26,1,1544031,"['funk carioca', 'funk ostentacao', 'funk paulista']",4maKTxhTIDEnWKra7wEIMR,,72,False,,0.492,0.7,151385,0.41,5onALPPboSh4z6cO24tOvW,0.0,1,0.12,-5.548,0,75,0.445,129.958,4,1,0.774,https://i.scdn.co/image/ab6761610000e5eb11256b89c14e48de4fddea07
Clone,Clone,Júnior e Cézar,single,3nS0MY9Ew1T6XqTn5pwabb,https://i.scdn.co/image/ab67616d0000b273e06f70dedb51bf4a81f43bfb,Júnior e Cézar,65,2020-08-07,1,9405,['sertanejo pop'],5fWvTvWy2NCaVy8pFmWIvk,,57,False,,0.553,0.68,171573,0.65,28k6fDcRo7iONQhMxt2OFA,0.0,6,0.161,-6.343,1,72,0.0321,108.089,4,1,0.56,https://i.scdn.co/image/ab6761610000e5eb643f2468a350eb6e3d032a6a
Até Falar Chega (feat. Matheus & Kauan) - Ao Vivo,Equilíbrio (Ao Vivo),Diego & Victor Hugo,album,5oFcg58VXbLAvFFHEy4hd4,https://i.scdn.co/image/ab67616d0000b273754b8b3d6d58bcdca4fd329d,Sony Music Entertainment,71,2021-07-29,18,1859444,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",3k68C6mNMJL6OaAdWeW2ZF,,73,False,,0.0743,0.411,208346,0.863,0uoNRN1bvHcsGrrTa44Mj7,0.0,5,0.359,-3.867,0,72,0.0904,155.18,4,2,0.625,https://i.scdn.co/image/ab6761610000e5eb3fc676479cb8496755d60855
Tentação,Tentação,Mayke & Rodrigo,single,5P13MdlS9cb7EnXIeCeHB9,https://i.scdn.co/image/ab67616d0000b273c45aa5adeb5abb9877f9363b,Mayke & Rodrigo,65,2021-11-26,1,3056,['sertanejo pop'],70l6HIf0rz8ZMQCW5qK6QI,,57,False,,0.615,0.661,136966,0.749,45hiPdzMRRa72PR3vFRbhu,0.0,6,0.101,-4.087,1,72,0.0442,145.793,4,1,0.712,https://i.scdn.co/image/ab6761610000e5ebe32e5c1bbe78689a6d9ee28c
A Mulher Mais Bonita do Mundo - Ao Vivo,Junto e Misturado Vol. 4 (Ao Vivo),Diego & Arnaldo,single,2M5cYirvjbn5E85YUiN6OW,https://i.scdn.co/image/ab67616d0000b273d8c6e287e2aef9b66695faf8,Sony Music Entertainment,59,2021-12-01,2,891053,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",0CrGLmfVKzk9rAyiNb91ft,,64,False,,0.261,0.523,205333,0.891,3aWdWUGqn0eQlJiaBWS43s,0.0,6,0.331,-4.229,1,66,0.166,191.996,4,1,0.539,https://i.scdn.co/image/ab6761610000e5eb349201d3122c6dab0dc444f5
Não Me Recomendo - Ao Vivo,Junto e Misturado (Ao Vivo),Diego & Arnaldo,album,6w5n80QFECw1l9r6pz8YRh,https://i.scdn.co/image/ab67616d0000b273f19e203907eee749e85b08cf,Sony Music Entertainment,61,2021-12-16,12,891053,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",0CrGLmfVKzk9rAyiNb91ft,,64,False,,0.46,0.658,164642,0.913,6YGC1K8FOpTOIZApTtmmA1,0.0,4,0.279,-2.016,0,66,0.0543,163.963,4,7,0.942,https://i.scdn.co/image/ab6761610000e5eb349201d3122c6dab0dc444f5
Batom Vermelho,Batom Vermelho,Loubet,single,5eBVIi0iQLJAupFAZbXgrM,https://i.scdn.co/image/ab67616d0000b273d823c030d3fa176a74f4dbf2,R3 Produções Artísticas,65,2021-10-29,1,1243777,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",6DtpcJP3QBgHfte3eKzUCI,,63,False,,0.569,0.654,171244,0.901,72az3XEy1rALhVuoepsFpl,0.0,11,0.132,-3.212,0,72,0.131,163.981,4,1,0.858,https://i.scdn.co/image/ab6761610000e5ebf08034469f48e6aa971df6bc
Amor de Fone - Ao Vivo,Amor de Fone (Ao Vivo),Lucas Lucco,single,2rtycvij2GETHgl1GpG6nf,https://i.scdn.co/image/ab67616d0000b273bb3138a22f04a3b7750b5321,LUCAS LUCCO,52,2021-09-23,1,2861838,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",06cd30Cv9US973Ika84gDw,,68,False,,0.246,0.691,160665,0.684,21wUYSiGHyjvJU93uiNv8P,0.0,0,0.722,-4.736,1,58,0.199,155.803,4,1,0.673,https://i.scdn.co/image/ab6761610000e5eb303ea118c943b27d1565b107
Nem Te Culpo - Ao Vivo,Nem Te Culpo (Ao Vivo),Naiara Azevedo,single,6XlZZ1nClQTjNTxFebPpUi,https://i.scdn.co/image/ab67616d0000b273435223c16cfb70a631e36264,NA Record,60,2022-01-19,1,6796074,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",0jD7VeE1m2SdHbOWeCtB9l,,64,False,,0.575,0.753,212032,0.848,6WvbrxLv0bebldCrIPIGsL,0.0,10,0.954,-4.733,0,67,0.0886,149.947,4,1,0.771,https://i.scdn.co/image/ab6761610000e5eb6e1b1922e8904be5f01501c2
Boca Ocupada,Cleber & Cauan No Rio Quente,Cleber & Cauan,album,0sEb6tyxysVFuoKfaN5WdA,https://i.scdn.co/image/ab67616d0000b2735dde7ae0d3faddb42163b4d4,Som Livre,68,2022-01-28,14,1540794,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",6Y8pfJkEdw4EAST4g9C026,,66,False,,0.544,0.582,165347,0.801,36mUWhjTM3GNpncYy7RR6z,0.0,8,0.145,-4.029,0,73,0.195,160.075,4,1,0.81,https://i.scdn.co/image/ab6761610000e5ebe58d62e92ef00d48ddd9025c
Coração Exigente,Coração Exigente,George Henrique & Rodrigo,single,3LiWdxPYT2HTp1tQaBuGnN,https://i.scdn.co/image/ab67616d0000b273a4cd71e517e9c6e54799249a,Worldshow Promoções e Eventos,66,2021-09-03,1,1267549,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",3FlCKtwOEYQQYyGVEbxG2Z,,75,False,,0.543,0.562,153762,0.831,7705X7cK1dVGbn86TiQz12,0.0,4,0.371,-3.723,0,73,0.0853,174.112,4,1,0.846,https://i.scdn.co/image/ab6761610000e5eb2a01d06f12e9aaac0c7bdd51
Fica Pra Dormir,Chaaama,Zé Neto & Cristiano,album,7c3OrNevQnYSjGRFAjz5C1,https://i.scdn.co/image/ab67616d0000b27313ef43350cb52ec1c6a2d994,Som Livre,77,2021-10-07,10,15875548,"['arrocha', 'sertanejo', 'sertanejo universitario']",487N2T9nIPEHrlTZLL3SQs,,81,False,,0.181,0.552,179420,0.78,7EOaALB3ExJjaQ8AXmTh0z,0.0,0,0.174,-5.151,1,69,0.142,146.979,4,4,0.691,https://i.scdn.co/image/ab6761610000e5ebcae88dfecbbf4e2189c2da77
Beijou Meia Cidade,Chaaama,Zé Neto & Cristiano,album,7c3OrNevQnYSjGRFAjz5C1,https://i.scdn.co/image/ab67616d0000b27313ef43350cb52ec1c6a2d994,Som Livre,77,2021-10-07,10,15875548,"['arrocha', 'sertanejo', 'sertanejo universitario']",487N2T9nIPEHrlTZLL3SQs,,81,False,,0.472,0.728,165378,0.728,0d5OU8AGzsA1I0UpwD5gG5,0.0,6,0.0865,-4.776,1,62,0.0929,108.059,4,6,0.734,https://i.scdn.co/image/ab6761610000e5ebcae88dfecbbf4e2189c2da77
Sobre - Ao Vivo,Sobre (Ao Vivo),Israel & Rodolffo,single,6lmdQpRkQjwYjZcJY3ZMPh,https://i.scdn.co/image/ab67616d0000b27358f931f272252af55be24038,Som Livre,63,2021-12-16,1,1447472,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",41QLxRXlc2NwfJZkHGHKid,,77,False,,0.489,0.567,179915,0.705,4THTdZka6JZf3strhHspX3,0.0,11,0.924,-5.794,0,70,0.0454,99.047,4,1,0.585,https://i.scdn.co/image/ab6761610000e5eba6e6e5ae5db56c591b7fe2ed
Vida de Cão,Vida de Cão,Rionegro & Solimões,single,7G0X1Mg3VnOzrKvYOQG3Nq,https://i.scdn.co/image/ab67616d0000b2736bedab8143e8fc71f209f425,Rionegro & Solimões,65,2022-01-21,1,975988,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",33NrinbbEctw1wsdKNgZeZ,,64,False,,0.277,0.62,222631,0.797,50PxMrpHMhcIHjevxG4MvN,0.0,0,0.624,-3.705,1,72,0.0507,133.073,4,1,0.632,https://i.scdn.co/image/ab6761610000e5eb8ef8921bf8e83e0357389a3a
Taca a Xereca pra Mim,Taca a Xereca pra Mim,MC Kaique da VP,single,5nyjEGwzkTlPiQJBOGbJsq,https://i.scdn.co/image/ab67616d0000b2730c62f748b3f3a4c64595d8f2,Beco 062,69,2021-07-30,1,4240,['funk viral'],1edseOzmoKjzS0PijF7b0G,,59,True,,0.0184,0.953,260833,0.449,2GqCEJpzmD81AJ2H0Hyz5T,0.0,1,0.123,-7.409,1,76,0.061,130.04,4,1,0.491,https://i.scdn.co/image/ab6761610000e5eb0a022eb970e4f9e3850d76b2
Watermelon Sugar,Fine Line,Harry Styles,album,7xV2TzoaVc0ycW7fwBwAml,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,Columbia,94,2019-12-13,12,19224859,['pop'],6KImCVD70vtIoJWnq6nGn3,,87,False,,0.122,0.548,174000,0.816,6UelLqGlWMcVH1E5c4H7lY,0.0,0,0.335,-4.209,1,91,0.0465,95.39,4,2,0.557,https://i.scdn.co/image/ab6761610000e5ebd9f70439ec8893ef495e1b7e
good 4 u,SOUR,Olivia Rodrigo,album,6s84u2TUpR3wdUv4NgKA2j,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,Olivia Rodrigo PS,100,2021-05-21,11,14443464,['pop'],1McMsnEElThX1knmY4oliG,,90,True,,0.335,0.563,178147,0.664,4ZtFanR9U6ndgddUvNcjcG,0.0,9,0.0849,-5.044,1,95,0.154,166.928,4,6,0.688,https://i.scdn.co/image/ab6761610000e5eb8885ead433869bbbe56dd2da
Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),Elton John,single,5D8Rdb09BkmHscEGSWAlA6,https://i.scdn.co/image/ab67616d0000b2739f5cce8304c42d3a5463fd23,EMI,89,2021-08-13,1,8860042,"['glam rock', 'mellow gold', 'piano rock']",3PhoLpVuITZKcymswpck5b,,88,False,,0.034,0.796,202735,0.798,6zSpb8dQRaw0M1dK8PBwQz,4.19e-05,1,0.0952,-6.312,1,96,0.0317,116.032,4,1,0.942,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970
Disco Arranhado - Funk Remix,Disco Arranhado (Funk Remix),Malu,single,4iQUKFW9eZNn2fWcxuANT8,https://i.scdn.co/image/ab67616d0000b2738d6947af92dfa677804ce9a1,Essaéhit,65,2021-01-22,1,86195,['arrocha'],3fll16LLw6kdDxWzSpJPEQ,,57,False,,0.551,0.747,125558,0.725,2Gjt4rUHBUH0rMKpBg0hF4,0.0,2,0.0626,-2.564,0,72,0.363,129.96,4,1,0.904,https://i.scdn.co/image/ab6761610000e5ebb76e470537a32167837f698c
Freio da Blazer,Freio da Blazer,L7NNON,single,7kbClkdK7jjoTIDAJmb1Pb,https://i.scdn.co/image/ab67616d0000b2735daeb6ec6f86b29018462b20,Papatunes,69,2021-02-05,1,1338904,"['funk carioca', 'pop rap brasileiro']",0JjPiLQNgAFaEkwoy56B1C,,79,False,,0.274,0.515,180000,0.63,6m187iACTSAZDYMaV0klqj,0.0,5,0.1,-7.691,0,76,0.168,121.98,4,1,0.367,https://i.scdn.co/image/ab6761610000e5ebdfff13ef62b4a2ffd3fb15da
Apê 1001,Dono das Esquinas,BIN,album,1A0a8bYGqm5tC4vgSnvDmK,https://i.scdn.co/image/ab67616d0000b273a1e153f3d4ea75dcf8afb08a,Mainstreet Records,67,2021-09-29,7,986657,"['funk carioca', 'rap baixada fluminense', 'trap carioca']",1WXbiUMl1AT9Inb619xPUg,,73,False,,0.73,0.575,171429,0.549,6oVNrpMWlzS6UkQuuM8zHU,0.0,6,0.112,-6.137,1,66,0.104,139.938,4,7,0.711,https://i.scdn.co/image/ab6761610000e5ebe5a6d05b9dc061a240d8777a
Baile do Cinga do 12,Baile do Cinga do 12,MC Gontijo,single,4oNGK5AvVExXsSQ72lppjo,https://i.scdn.co/image/ab67616d0000b2739f362c94015083e0a705f019,MBB Diamond,63,2020-01-16,1,7077,"['funk mandelao', 'funk viral']",1WmcR9CzK9NuKE0vB94PAY,,55,True,,0.308,0.879,181882,0.568,5GH9iPvJd3RlOBlMM2R3ME,0.0,10,0.163,1.034,1,70,0.417,131.907,4,1,0.575,https://i.scdn.co/image/ab67616d0000b2739f362c94015083e0a705f019
Várias Queixas,Várias Queixas,Gilsons,single,6l1z1eqs0jA0iYAhVboYgp,https://i.scdn.co/image/ab67616d0000b2738361da3003b9d5ec41477043,Xirê,72,2019,5,156942,['nova mpb'],6q7nMIVgGohQ14mSsq3F8t,,69,False,,0.463,0.743,170110,0.508,5HFvMPiNjclAq8DbEAPWMw,0.000153,7,0.223,-8.024,1,75,0.0516,91.002,4,1,0.256,https://i.scdn.co/image/ab6761610000e5eb4599154bc7c6ce4221a97d8b
